customer_id,age,income,savings,monthly_expenses,num_dependents,credit_score,loan_amount,loan_term_months,employment_years,home_ownership,education,marital_status,region,recent_default,has_credit_card,signup_date,signup_dayofweek,debt_to_income,sin_age,target_default_risk
CUST000080,64,106077,5760,3281,2,671,13346,24,17,RENT,Masters,Single,West,1,0,2018-03-21,2,0.37,0.92,0
CUST000081,37,32443,1011,4091,1,643,24878,60,11,MORTGAGE,Masters,Divorced,North,1,0,2018-03-22,3,1.51,-0.644,1
CUST000082,43,105993,22636,4196,3,750,38672,36,28,RENT,HS,Divorced,West,1,1,2018-03-23,4,0.48,-0.832,0
CUST000083,45,105916,17353,5458,3,652,22653,24,2,OWN,Masters,Married,South,0,0,2018-03-24,5,0.62,0.851,0
CUST000084,44,103319,21783,2074,0,772,47742,48,25,RENT,HS,Divorced,North,1,1,2018-03-25,6,0.24,0.018,0
CUST000085,64,47368,12556,3410,0,735,31140,12,24,MORTGAGE,Masters,Married,East,0,0,2018-03-26,0,0.86,0.92,0
CUST000086,60,45328,28598,5104,3,762,6184,24,28,MORTGAGE,Masters,Married,North,0,1,2018-03-27,1,1.35,-0.305,0
CUST000087,48,86942,12563,2169,4,733,39493,24,29,MORTGAGE,HS,Divorced,West,1,1,2018-03-28,2,0.3,-0.768,1
CUST000088,34,57306,15051,5864,2,788,49148,60,8,MORTGAGE,HS,Married,East,0,1,2018-03-29,3,1.23,0.529,0
CUST000089,64,115451,12022,2783,4,711,29846,36,25,MORTGAGE,Masters,Single,North,0,0,2018-03-30,4,0.29,0.92,0
CUST000090,20,69915,9234,2423,2,796,27195,36,1,MORTGAGE,Masters,Married,East,0,1,2018-03-31,5,0.42,0.913,0
CUST000091,44,67219,26519,2625,3,580,10606,12,29,OWN,HS,Single,East,1,1,2018-04-01,6,0.47,0.018,1
CUST000092,26,110879,27966,3029,0,601,8956,48,2,OWN,PhD,Divorced,East,0,0,2018-04-02,0,0.33,0.763,0
CUST000093,28,94644,22829,3094,0,638,21555,12,13,OWN,HS,Divorced,North,1,1,2018-04-03,1,0.39,0.271,1
CUST000094,43,90279,17173,1746,4,625,29849,24,3,RENT,Masters,Married,West,1,0,2018-04-04,2,0.23,-0.832,1
CUST000095,20,83028,28121,5211,0,678,23690,24,24,RENT,Masters,Single,North,1,0,2018-04-05,3,0.75,0.913,1
CUST000096,63,30126,27987,3060,3,732,31347,36,18,OWN,Masters,Married,West,0,1,2018-04-06,4,1.22,0.167,0
CUST000097,27,82329,14178,3900,4,571,38189,48,12,RENT,HS,Divorced,North,1,0,2018-04-07,5,0.57,0.956,1
CUST000098,43,57632,7570,3743,2,589,43308,60,6,RENT,Masters,Married,North,0,0,2018-04-08,6,0.78,-0.832,0
CUST000099,30,95310,26580,5364,0,650,30785,48,11,MORTGAGE,PhD,Married,North,0,0,2018-04-09,0,0.68,-0.988,0
CUST000100,36,85176,25596,3439,1,660,37698,24,2,MORTGAGE,Bachelors,Single,West,0,1,2018-04-10,1,0.48,-0.992,0
CUST000101,27,116066,1406,4569,0,678,20966,60,22,RENT,PhD,Divorced,North,0,0,2018-04-11,2,0.47,0.956,0
CUST000102,54,74327,10206,1726,2,614,36097,48,22,RENT,HS,Married,East,1,0,2018-04-12,3,0.28,-0.559,1
CUST000103,54,98904,5431,5047,4,798,20882,48,8,OWN,Masters,Single,North,1,0,2018-04-13,4,0.61,-0.559,0
CUST000104,52,33797,27414,1764,2,740,9675,60,1,RENT,HS,Married,East,0,1,2018-04-14,5,0.63,0.987,0
CUST000105,24,77882,28764,2895,1,783,46850,24,28,MORTGAGE,Bachelors,Single,South,1,0,2018-04-15,6,0.45,-0.906,0
CUST000106,61,43718,22627,5057,3,731,18009,48,21,RENT,HS,Single,South,1,1,2018-04-16,0,1.39,-0.966,0
CUST000107,58,64560,7542,2145,0,719,32843,60,8,OWN,Masters,Married,West,1,0,2018-04-17,1,0.4,0.993,1
CUST000108,60,106589,24320,4490,4,698,34793,24,11,MORTGAGE,Bachelors,Divorced,West,0,1,2018-04-18,2,0.51,-0.305,0
CUST000109,47,52116,9906,3399,3,628,44516,60,11,MORTGAGE,Bachelors,Divorced,South,1,1,2018-04-19,3,0.78,0.124,1
CUST000110,26,66244,5146,4004,2,758,43871,60,14,MORTGAGE,Masters,Single,North,0,1,2018-04-20,4,0.73,0.763,0
CUST000111,28,31645,13046,4272,4,571,22857,48,1,MORTGAGE,Masters,Divorced,North,1,0,2018-04-21,5,1.62,0.271,1
CUST000112,27,77523,13611,2654,3,715,24627,24,17,RENT,Masters,Single,North,0,0,2018-04-22,6,0.41,0.956,0
CUST000113,31,49256,14076,2087,4,648,23565,48,12,OWN,HS,Divorced,South,0,0,2018-04-23,0,0.51,-0.404,0
CUST000114,53,83173,17524,3321,1,786,31025,12,13,RENT,PhD,Married,East,0,1,2018-04-24,1,0.48,0.396,0
CUST000115,52,67430,5882,2485,1,757,32832,12,4,RENT,HS,Divorced,West,1,0,2018-04-25,2,0.44,0.987,0
CUST000116,42,69282,15113,5579,0,557,49116,24,25,MORTGAGE,HS,Single,East,0,0,2018-04-26,3,0.97,-0.917,0
CUST000117,43,93374,14645,4848,0,739,14782,60,9,OWN,PhD,Single,South,1,1,2018-04-27,4,0.62,-0.832,0
CUST000118,56,98244,7012,5331,1,724,43650,48,11,MORTGAGE,Masters,Divorced,East,0,0,2018-04-28,5,0.65,-0.522,0
CUST000119,54,41694,18347,2741,4,566,27366,48,9,RENT,Masters,Married,North,1,0,2018-04-29,6,0.79,-0.559,1
CUST000120,63,86264,8151,1689,1,566,33557,24,23,RENT,PhD,Single,North,0,1,2018-04-30,0,0.23,0.167,0
CUST000121,59,105060,25948,2480,0,795,10798,24,10,MORTGAGE,PhD,Single,East,1,1,2018-05-01,1,0.28,0.637,0
CUST000122,41,87545,29211,3198,1,639,14627,12,24,RENT,HS,Single,South,0,0,2018-05-02,2,0.44,-0.159,0
CUST000123,46,69224,28117,3215,1,690,46183,36,1,RENT,Bachelors,Single,East,0,1,2018-05-03,3,0.56,0.902,0
CUST000124,54,43224,4610,4093,4,694,17466,24,4,MORTGAGE,PhD,Single,North,0,0,2018-05-04,4,1.14,-0.559,0
CUST000125,20,70738,10884,5636,3,715,47614,36,29,RENT,HS,Married,North,1,0,2018-05-05,5,0.96,0.913,1
CUST000126,54,55150,7894,5933,0,630,17720,24,6,OWN,Bachelors,Divorced,South,0,0,2018-05-06,6,1.29,-0.559,0
CUST000127,56,93731,14467,2598,4,789,46913,60,5,MORTGAGE,Masters,Married,East,0,0,2018-05-07,0,0.33,-0.522,0
CUST000128,33,79688,24695,3826,1,627,42292,60,21,OWN,Masters,Married,North,0,0,2018-05-08,1,0.58,1.0,0
CUST000129,22,103509,17489,4747,1,722,11559,12,22,RENT,HS,Single,North,0,1,2018-05-09,2,0.55,-0.009,0
CUST000130,20,38577,22923,2395,3,555,45388,12,2,RENT,HS,Married,East,1,1,2018-05-10,3,0.75,0.913,1
CUST000131,24,38070,10873,3174,0,712,24158,36,12,MORTGAGE,PhD,Single,East,0,0,2018-05-11,4,1.0,-0.906,0
CUST000132,45,38666,13289,4409,0,659,35916,24,2,RENT,Masters,Married,West,0,1,2018-05-12,5,1.37,0.851,0
CUST000133,33,87761,13208,2430,2,563,27057,48,25,MORTGAGE,HS,Single,South,1,1,2018-05-13,6,0.33,1.0,1
CUST000134,58,66368,11828,5884,0,788,40892,12,24,MORTGAGE,Masters,Single,South,1,0,2018-05-14,0,1.06,0.993,0
CUST000135,46,36783,24171,2223,3,621,46439,48,29,MORTGAGE,Masters,Married,East,1,1,2018-05-15,1,0.73,0.902,1
CUST000136,28,71914,3137,4440,2,738,16706,48,23,MORTGAGE,PhD,Married,South,0,1,2018-05-16,2,0.74,0.271,0
CUST000137,34,100507,28992,2589,2,692,17070,24,20,MORTGAGE,Bachelors,Divorced,North,1,0,2018-05-17,3,0.31,0.529,0
CUST000138,34,109026,21829,2435,1,603,45902,36,5,OWN,PhD,Divorced,East,1,0,2018-05-18,4,0.27,0.529,1
CUST000139,45,97526,20914,3795,1,576,5924,24,10,MORTGAGE,HS,Divorced,East,1,0,2018-05-19,5,0.47,0.851,1
CUST000140,61,100835,2286,1655,0,562,31478,12,27,OWN,PhD,Married,East,0,0,2018-05-20,6,0.2,-0.966,0
CUST000141,32,75765,16710,2570,2,790,10506,48,25,RENT,PhD,Married,West,0,0,2018-05-21,0,0.41,0.551,0
CUST000142,51,49956,12371,3458,1,708,40163,24,16,MORTGAGE,Masters,Single,South,0,0,2018-05-22,1,0.83,0.67,0
CUST000143,58,117895,16945,4001,3,794,29604,24,9,RENT,PhD,Divorced,West,1,0,2018-05-23,2,0.41,0.993,0
CUST000144,51,76240,8052,5719,1,797,20310,24,11,MORTGAGE,HS,Single,North,0,1,2018-05-24,3,0.9,0.67,0
CUST000145,23,67148,4654,5330,1,712,13226,12,16,OWN,Bachelors,Single,South,1,0,2018-05-25,4,0.95,-0.846,0
CUST000146,49,34757,24486,2354,2,609,16781,36,3,OWN,PhD,Single,West,1,1,2018-05-26,5,0.81,-0.954,1
CUST000147,56,49097,19743,2139,2,555,10515,24,1,OWN,PhD,Single,East,1,1,2018-05-27,6,0.52,-0.522,1
CUST000148,42,40395,16600,3738,4,746,41133,12,10,RENT,Bachelors,Divorced,West,0,0,2018-05-28,0,1.11,-0.917,0
CUST000149,58,46241,25489,3102,3,763,21972,48,6,MORTGAGE,HS,Single,East,1,1,2018-05-29,1,0.8,0.993,0
CUST000150,64,57696,9636,1941,2,607,37092,60,1,RENT,HS,Married,West,1,1,2018-05-30,2,0.4,0.92,1
CUST000151,34,100480,7441,2836,0,598,16410,12,25,OWN,PhD,Married,West,0,1,2018-05-31,3,0.34,0.529,0
CUST000152,62,76163,22431,5200,3,700,24522,60,17,RENT,Masters,Married,West,1,0,2018-06-01,4,0.82,-0.739,0
CUST000153,48,49816,25611,2448,3,766,14095,24,20,OWN,PhD,Divorced,East,1,1,2018-06-02,5,0.59,-0.768,0
CUST000154,55,79840,22587,4873,2,711,28047,24,3,OWN,Bachelors,Single,West,1,1,2018-06-03,6,0.73,-1.0,0
CUST000155,32,82853,10667,1959,3,575,25470,12,7,OWN,Bachelors,Divorced,South,0,0,2018-06-04,0,0.28,0.551,0
CUST000156,51,54917,13149,1892,2,596,48129,60,19,MORTGAGE,Bachelors,Single,South,1,1,2018-06-05,1,0.41,0.67,1
CUST000157,26,51566,2798,5438,1,554,13531,24,13,MORTGAGE,PhD,Divorced,South,0,1,2018-06-06,2,1.27,0.763,0
CUST000158,41,105452,27421,3287,4,767,42038,48,11,OWN,PhD,Divorced,East,0,1,2018-06-07,3,0.37,-0.159,0
CUST000159,47,92823,10600,3757,1,569,27403,36,21,RENT,HS,Single,East,1,1,2018-06-08,4,0.49,0.124,1
CUST000160,21,50806,22675,2638,2,683,47674,36,20,RENT,Masters,Divorced,South,1,1,2018-06-09,5,0.62,0.837,1
CUST000161,61,105520,6495,5308,2,747,34122,24,26,MORTGAGE,PhD,Single,South,1,0,2018-06-10,6,0.6,-0.966,0
CUST000162,64,31759,10900,3954,1,608,21940,60,29,OWN,HS,Married,South,1,1,2018-06-11,0,1.49,0.92,1
CUST000163,25,71949,14673,2966,0,741,34831,24,17,RENT,PhD,Married,North,0,0,2018-06-12,1,0.49,-0.132,0
CUST000164,47,32482,12130,5174,0,791,16279,60,10,OWN,HS,Married,South,0,1,2018-06-13,2,1.91,0.124,0
CUST000165,47,54442,23668,2877,0,695,43220,48,28,RENT,HS,Divorced,West,1,0,2018-06-14,3,0.63,0.124,1
CUST000166,63,63719,16222,4097,2,681,11477,60,27,MORTGAGE,Masters,Married,North,0,0,2018-06-15,4,0.77,0.167,0
CUST000167,63,88066,24669,1641,3,566,22400,24,29,OWN,PhD,Single,North,1,0,2018-06-16,5,0.22,0.167,1
CUST000168,39,32079,2300,4159,2,798,11470,48,7,OWN,HS,Married,East,1,1,2018-06-17,6,1.56,0.964,0
CUST000169,49,32717,24253,2339,3,563,7062,12,1,RENT,Bachelors,Married,West,1,1,2018-06-18,0,0.86,-0.954,1
CUST000170,30,89676,10435,5118,1,755,46798,36,24,RENT,Bachelors,Divorced,East,1,1,2018-06-19,1,0.68,-0.988,1
CUST000171,47,57952,29552,5417,4,562,24880,24,14,RENT,Bachelors,Single,East,0,1,2018-06-20,2,1.12,0.124,0
CUST000172,44,116444,20481,2095,3,684,39581,24,8,OWN,Masters,Divorced,West,0,1,2018-06-21,3,0.22,0.018,0
CUST000173,58,72460,5616,3404,0,677,49439,24,18,MORTGAGE,HS,Divorced,East,1,0,2018-06-22,4,0.56,0.993,1
CUST000174,52,102847,17393,1780,2,593,19308,48,19,MORTGAGE,Masters,Single,West,1,0,2018-06-23,5,0.21,0.987,1
CUST000175,20,119106,11617,1923,1,668,31027,12,7,RENT,PhD,Divorced,West,0,0,2018-06-24,6,0.19,0.913,0
CUST000176,46,48449,6752,5865,0,692,35720,60,24,MORTGAGE,PhD,Single,East,0,1,2018-06-25,0,1.45,0.902,0
CUST000177,32,63536,10852,5749,1,568,40081,12,18,RENT,HS,Married,South,0,1,2018-06-26,1,1.09,0.551,0
CUST000178,60,94077,28207,3250,4,612,14706,48,4,MORTGAGE,Bachelors,Single,East,1,0,2018-06-27,2,0.41,-0.305,1
CUST000179,22,68258,7295,3467,2,784,14837,24,10,OWN,HS,Single,North,0,1,2018-06-28,3,0.61,-0.009,0
CUST000180,58,78302,22199,5588,2,788,43599,36,14,RENT,HS,Single,East,1,1,2018-06-29,4,0.86,0.993,0
CUST000181,25,58865,18456,5678,4,785,41824,24,7,MORTGAGE,HS,Divorced,West,1,0,2018-06-30,5,1.16,-0.132,1
CUST000182,27,36645,4225,4446,2,712,38073,60,18,OWN,Masters,Single,North,0,0,2018-07-01,6,1.46,0.956,0
CUST000183,46,68000,2316,2949,3,630,37088,36,22,MORTGAGE,PhD,Single,West,1,1,2018-07-02,0,0.52,0.902,1
CUST000184,28,56737,23083,3831,1,712,33112,24,26,OWN,HS,Single,South,0,1,2018-07-03,1,0.81,0.271,0
CUST000185,56,41485,13337,3720,0,696,31299,36,7,OWN,HS,Married,South,1,0,2018-07-04,2,1.08,-0.522,1
CUST000186,52,68565,7807,5289,4,697,39457,12,25,MORTGAGE,HS,Single,North,1,1,2018-07-05,3,0.93,0.987,1
CUST000187,61,55522,24058,4310,3,649,35063,48,26,MORTGAGE,Masters,Divorced,South,1,0,2018-07-06,4,0.93,-0.966,1
CUST000188,63,95155,4683,3031,0,712,8917,24,29,OWN,Masters,Single,South,1,0,2018-07-07,5,0.38,0.167,0
CUST000189,43,85168,8227,4490,0,709,7936,60,18,OWN,Masters,Single,East,1,0,2018-07-08,6,0.63,-0.832,0
CUST000190,34,82487,4273,5993,4,671,41630,12,17,OWN,HS,Married,East,1,1,2018-07-09,0,0.87,0.529,1
CUST000191,51,42342,24384,2643,3,725,19506,24,9,RENT,Bachelors,Single,South,0,0,2018-07-10,1,0.75,0.67,0
CUST000192,51,70806,1145,2433,0,593,33805,12,28,OWN,Bachelors,Divorced,South,0,0,2018-07-11,2,0.41,0.67,0
CUST000193,43,78770,6010,2960,0,653,19318,60,6,RENT,Bachelors,Single,East,1,1,2018-07-12,3,0.45,-0.832,1
CUST000194,60,108623,17035,4223,3,701,31026,24,27,OWN,PhD,Divorced,South,0,0,2018-07-13,4,0.47,-0.305,0
CUST000195,31,105629,4040,4012,2,610,32672,60,8,RENT,HS,Married,South,1,1,2018-07-14,5,0.46,-0.404,1
CUST000196,58,82603,10654,1785,0,674,43417,36,0,OWN,Bachelors,Single,West,0,1,2018-07-15,6,0.26,0.993,0
CUST000197,21,111974,27160,1764,1,694,32281,60,18,OWN,Bachelors,Married,South,0,1,2018-07-16,0,0.19,0.837,0
CUST000198,22,56399,17866,3867,3,620,33091,36,4,OWN,Bachelors,Single,North,1,0,2018-07-17,1,0.82,-0.009,1
CUST000199,56,115382,20563,4947,0,656,43328,24,18,MORTGAGE,HS,Divorced,West,0,0,2018-07-18,2,0.51,-0.522,0
CUST000200,36,111244,18633,3262,4,599,23610,36,0,MORTGAGE,Bachelors,Married,North,1,1,2018-07-19,3,0.35,-0.992,1
CUST000201,21,106534,18014,4548,1,614,6079,24,14,OWN,Bachelors,Single,South,0,1,2018-07-20,4,0.51,0.837,0
CUST000202,21,85106,15996,3881,0,648,34850,24,15,RENT,HS,Divorced,East,1,1,2018-07-21,5,0.55,0.837,1
CUST000203,47,60678,17336,3769,1,581,25590,48,22,RENT,PhD,Married,West,0,0,2018-07-22,6,0.75,0.124,0
CUST000204,42,106218,9853,1540,1,713,35951,24,6,OWN,Masters,Single,East,1,1,2018-07-23,0,0.17,-0.917,0
CUST000205,56,93230,12695,1567,2,690,20327,36,25,MORTGAGE,Bachelors,Married,West,0,1,2018-07-24,1,0.2,-0.522,0
CUST000206,51,104055,3852,2487,1,747,17755,48,11,RENT,Masters,Single,East,1,1,2018-07-25,2,0.29,0.67,0
CUST000207,52,86373,17014,5508,2,607,12235,48,7,MORTGAGE,PhD,Divorced,West,0,0,2018-07-26,3,0.77,0.987,0
